which football club does Alan_PULIDO play for ?	Tigres_UANL	Alan_PULIDO#plays_in_club#Tigres_UANL#<end>#Tigres_UANL	Tigres_UANL/	Alan_PULIDO#plays_in_club#Tigres_UANL///Alan_PULIDO#plays_position#Forward///Alan_PULIDO#is_aged#23///Alan_PULIDO#wears_number#11///Alan_PULIDO#plays_for_country#Mexico///Tigres_UANL#is_in_country#Mexico
which country does Masahiko_INOHA play professional in ?	Japan	Masahiko_INOHA#plays_in_club#Jubilo_Iwata#is_in_country#Japan	Japan/	Masahiko_INOHA#plays_in_club#Jubilo_Iwata///Masahiko_INOHA#plays_position#Defender///Masahiko_INOHA#is_aged#28///Masahiko_INOHA#wears_number#19///Masahiko_INOHA#plays_for_country#Japan///Jubilo_Iwata#is_in_country#Japan
which prefessional football team does Fabian_JOHNSON play for ?	TSG_1899_Hoffenheim	Fabian_JOHNSON#plays_in_club#TSG_1899_Hoffenheim#<end>#TSG_1899_Hoffenheim	TSG_1899_Hoffenheim/	Fabian_JOHNSON#plays_in_club#TSG_1899_Hoffenheim///Fabian_JOHNSON#plays_position#Defender///Fabian_JOHNSON#is_aged#26///Fabian_JOHNSON#wears_number#23///Fabian_JOHNSON#plays_for_country#Germany///TSG_1899_Hoffenheim#is_in_country#Germany
what position does Fabian_JOHNSON play ?	Defender	Fabian_JOHNSON#plays_position#Defender#<end>#Defender	Defender/	Fabian_JOHNSON#plays_in_club#TSG_1899_Hoffenheim///Fabian_JOHNSON#plays_position#Defender///Fabian_JOHNSON#is_aged#26///Fabian_JOHNSON#wears_number#23///Fabian_JOHNSON#plays_for_country#Germany///TSG_1899_Hoffenheim#is_in_country#Germany
what is the age of Fabian_JOHNSON ?	26	Fabian_JOHNSON#is_aged#26#<end>#26	26/	Fabian_JOHNSON#plays_in_club#TSG_1899_Hoffenheim///Fabian_JOHNSON#plays_position#Defender///Fabian_JOHNSON#is_aged#26///Fabian_JOHNSON#wears_number#23///Fabian_JOHNSON#plays_for_country#Germany///TSG_1899_Hoffenheim#is_in_country#Germany
what number does Fabian_JOHNSON wear ?	23	Fabian_JOHNSON#wears_number#23#<end>#23	23/	Fabian_JOHNSON#plays_in_club#TSG_1899_Hoffenheim///Fabian_JOHNSON#plays_position#Defender///Fabian_JOHNSON#is_aged#26///Fabian_JOHNSON#wears_number#23///Fabian_JOHNSON#plays_for_country#Germany///TSG_1899_Hoffenheim#is_in_country#Germany
which country is Fabian_JOHNSON from ?	Germany	Fabian_JOHNSON#plays_for_country#Germany#<end>#Germany	Germany/	Fabian_JOHNSON#plays_in_club#TSG_1899_Hoffenheim///Fabian_JOHNSON#plays_position#Defender///Fabian_JOHNSON#is_aged#26///Fabian_JOHNSON#wears_number#23///Fabian_JOHNSON#plays_for_country#Germany///TSG_1899_Hoffenheim#is_in_country#Germany
name a player from TSG_1899_Hoffenheim ?	Fabian_JOHNSON	TSG_1899_Hoffenheim#plays_in_club_inverse#Fabian_JOHNSON#<end>#Fabian_JOHNSON	Fabian_JOHNSON/Sejad_SALIHOVIC/	Fabian_JOHNSON#plays_in_club#TSG_1899_Hoffenheim///Fabian_JOHNSON#plays_position#Defender///Fabian_JOHNSON#is_aged#26///Fabian_JOHNSON#wears_number#23///Fabian_JOHNSON#plays_for_country#Germany///TSG_1899_Hoffenheim#is_in_country#Germany
which country does Fabian_JOHNSON play professional in ?	Germany	Fabian_JOHNSON#plays_in_club#TSG_1899_Hoffenheim#is_in_country#Germany	Germany/	Fabian_JOHNSON#plays_in_club#TSG_1899_Hoffenheim///Fabian_JOHNSON#plays_position#Defender///Fabian_JOHNSON#is_aged#26///Fabian_JOHNSON#wears_number#23///Fabian_JOHNSON#plays_for_country#Germany///TSG_1899_Hoffenheim#is_in_country#Germany
which prefessional football team does Admir_MEHMEDI play for ?	SC_Freiburg	Admir_MEHMEDI#plays_in_club#SC_Freiburg#<end>#SC_Freiburg	SC_Freiburg/	Admir_MEHMEDI#plays_in_club#SC_Freiburg///Admir_MEHMEDI#plays_position#Forward///Admir_MEHMEDI#is_aged#23///Admir_MEHMEDI#wears_number#18///Admir_MEHMEDI#plays_for_country#Germany///SC_Freiburg#is_in_country#Germany
what position does Admir_MEHMEDI play ?	Forward	Admir_MEHMEDI#plays_position#Forward#<end>#Forward	Forward/	Admir_MEHMEDI#plays_in_club#SC_Freiburg///Admir_MEHMEDI#plays_position#Forward///Admir_MEHMEDI#is_aged#23///Admir_MEHMEDI#wears_number#18///Admir_MEHMEDI#plays_for_country#Germany///SC_Freiburg#is_in_country#Germany
what is the age of Admir_MEHMEDI ?	23	Admir_MEHMEDI#is_aged#23#<end>#23	23/	Admir_MEHMEDI#plays_in_club#SC_Freiburg///Admir_MEHMEDI#plays_position#Forward///Admir_MEHMEDI#is_aged#23///Admir_MEHMEDI#wears_number#18///Admir_MEHMEDI#plays_for_country#Germany///SC_Freiburg#is_in_country#Germany
what number does Admir_MEHMEDI wear ?	18	Admir_MEHMEDI#wears_number#18#<end>#18	18/	Admir_MEHMEDI#plays_in_club#SC_Freiburg///Admir_MEHMEDI#plays_position#Forward///Admir_MEHMEDI#is_aged#23///Admir_MEHMEDI#wears_number#18///Admir_MEHMEDI#plays_for_country#Germany///SC_Freiburg#is_in_country#Germany
which country is Admir_MEHMEDI from ?	Germany	Admir_MEHMEDI#plays_for_country#Germany#<end>#Germany	Germany/	Admir_MEHMEDI#plays_in_club#SC_Freiburg///Admir_MEHMEDI#plays_position#Forward///Admir_MEHMEDI#is_aged#23///Admir_MEHMEDI#wears_number#18///Admir_MEHMEDI#plays_for_country#Germany///SC_Freiburg#is_in_country#Germany
which country is the soccer team SC_Freiburg based in ?	Germany	SC_Freiburg#is_in_country#Germany#<end>#Germany	Germany/	Admir_MEHMEDI#plays_in_club#SC_Freiburg///Admir_MEHMEDI#plays_position#Forward///Admir_MEHMEDI#is_aged#23///Admir_MEHMEDI#wears_number#18///Admir_MEHMEDI#plays_for_country#Germany///SC_Freiburg#is_in_country#Germany
name a player from SC_Freiburg ?	Admir_MEHMEDI	SC_Freiburg#plays_in_club_inverse#Admir_MEHMEDI#<end>#Admir_MEHMEDI	Mensur_MUJDZA/Gelson_FERNANDES/Admir_MEHMEDI/Matthias_GINTER/	Admir_MEHMEDI#plays_in_club#SC_Freiburg///Admir_MEHMEDI#plays_position#Forward///Admir_MEHMEDI#is_aged#23///Admir_MEHMEDI#wears_number#18///Admir_MEHMEDI#plays_for_country#Germany///SC_Freiburg#is_in_country#Germany
which country does Admir_MEHMEDI play professional in ?	Germany	Admir_MEHMEDI#plays_in_club#SC_Freiburg#is_in_country#Germany	Germany/	Admir_MEHMEDI#plays_in_club#SC_Freiburg///Admir_MEHMEDI#plays_position#Forward///Admir_MEHMEDI#is_aged#23///Admir_MEHMEDI#wears_number#18///Admir_MEHMEDI#plays_for_country#Germany///SC_Freiburg#is_in_country#Germany
which prefessional football team does Jermaine_JONES play for ?	Besiktas_JK	Jermaine_JONES#plays_in_club#Besiktas_JK#<end>#Besiktas_JK	Besiktas_JK/	Jermaine_JONES#plays_in_club#Besiktas_JK///Jermaine_JONES#plays_position#Midfielder///Jermaine_JONES#is_aged#32///Jermaine_JONES#wears_number#13///Jermaine_JONES#plays_for_country#Turkey///Besiktas_JK#is_in_country#Turkey
what position does Jermaine_JONES play ?	Midfielder	Jermaine_JONES#plays_position#Midfielder#<end>#Midfielder	Midfielder/	Jermaine_JONES#plays_in_club#Besiktas_JK///Jermaine_JONES#plays_position#Midfielder///Jermaine_JONES#is_aged#32///Jermaine_JONES#wears_number#13///Jermaine_JONES#plays_for_country#Turkey///Besiktas_JK#is_in_country#Turkey
how old is Jermaine_JONES ?	32	Jermaine_JONES#is_aged#32#<end>#32	32/	Jermaine_JONES#plays_in_club#Besiktas_JK///Jermaine_JONES#plays_position#Midfielder///Jermaine_JONES#is_aged#32///Jermaine_JONES#wears_number#13///Jermaine_JONES#plays_for_country#Turkey///Besiktas_JK#is_in_country#Turkey
what number does Jermaine_JONES wear ?	13	Jermaine_JONES#wears_number#13#<end>#13	13/	Jermaine_JONES#plays_in_club#Besiktas_JK///Jermaine_JONES#plays_position#Midfielder///Jermaine_JONES#is_aged#32///Jermaine_JONES#wears_number#13///Jermaine_JONES#plays_for_country#Turkey///Besiktas_JK#is_in_country#Turkey
which country is Jermaine_JONES from ?	Turkey	Jermaine_JONES#plays_for_country#Turkey#<end>#Turkey	Turkey/	Jermaine_JONES#plays_in_club#Besiktas_JK///Jermaine_JONES#plays_position#Midfielder///Jermaine_JONES#is_aged#32///Jermaine_JONES#wears_number#13///Jermaine_JONES#plays_for_country#Turkey///Besiktas_JK#is_in_country#Turkey
who plays professionally at Besiktas_JK ?	Jermaine_JONES	Besiktas_JK#plays_in_club_inverse#Jermaine_JONES#<end>#Jermaine_JONES	HUGO_ALMEIDA/Dany_NOUNKEU/Jermaine_JONES/	Jermaine_JONES#plays_in_club#Besiktas_JK///Jermaine_JONES#plays_position#Midfielder///Jermaine_JONES#is_aged#32///Jermaine_JONES#wears_number#13///Jermaine_JONES#plays_for_country#Turkey///Besiktas_JK#is_in_country#Turkey
where is the football club that Jermaine_JONES plays for ?	Turkey	Jermaine_JONES#plays_in_club#Besiktas_JK#is_in_country#Turkey	Turkey/	Jermaine_JONES#plays_in_club#Besiktas_JK///Jermaine_JONES#plays_position#Midfielder///Jermaine_JONES#is_aged#32///Jermaine_JONES#wears_number#13///Jermaine_JONES#plays_for_country#Turkey///Besiktas_JK#is_in_country#Turkey
which prefessional football team does Claudio_MARCHISIO play for ?	Juventus_FC	Claudio_MARCHISIO#plays_in_club#Juventus_FC#<end>#Juventus_FC	Juventus_FC/	Claudio_MARCHISIO#plays_in_club#Juventus_FC///Claudio_MARCHISIO#plays_position#Midfielder///Claudio_MARCHISIO#is_aged#28///Claudio_MARCHISIO#wears_number#8///Claudio_MARCHISIO#plays_for_country#Italy///Juventus_FC#is_in_country#Italy
what position does Claudio_MARCHISIO play ?	Midfielder	Claudio_MARCHISIO#plays_position#Midfielder#<end>#Midfielder	Midfielder/	Claudio_MARCHISIO#plays_in_club#Juventus_FC///Claudio_MARCHISIO#plays_position#Midfielder///Claudio_MARCHISIO#is_aged#28///Claudio_MARCHISIO#wears_number#8///Claudio_MARCHISIO#plays_for_country#Italy///Juventus_FC#is_in_country#Italy
how old is Claudio_MARCHISIO ?	28	Claudio_MARCHISIO#is_aged#28#<end>#28	28/	Claudio_MARCHISIO#plays_in_club#Juventus_FC///Claudio_MARCHISIO#plays_position#Midfielder///Claudio_MARCHISIO#is_aged#28///Claudio_MARCHISIO#wears_number#8///Claudio_MARCHISIO#plays_for_country#Italy///Juventus_FC#is_in_country#Italy
what number does Claudio_MARCHISIO wear ?	8	Claudio_MARCHISIO#wears_number#8#<end>#8	8/	Claudio_MARCHISIO#plays_in_club#Juventus_FC///Claudio_MARCHISIO#plays_position#Midfielder///Claudio_MARCHISIO#is_aged#28///Claudio_MARCHISIO#wears_number#8///Claudio_MARCHISIO#plays_for_country#Italy///Juventus_FC#is_in_country#Italy
what is the nationality of Claudio_MARCHISIO ?	Italy	Claudio_MARCHISIO#plays_for_country#Italy#<end>#Italy	Italy/	Claudio_MARCHISIO#plays_in_club#Juventus_FC///Claudio_MARCHISIO#plays_position#Midfielder///Claudio_MARCHISIO#is_aged#28///Claudio_MARCHISIO#wears_number#8///Claudio_MARCHISIO#plays_for_country#Italy///Juventus_FC#is_in_country#Italy
where is the football club that Claudio_MARCHISIO plays for ?	Italy	Claudio_MARCHISIO#plays_in_club#Juventus_FC#is_in_country#Italy	Italy/	Claudio_MARCHISIO#plays_in_club#Juventus_FC///Claudio_MARCHISIO#plays_position#Midfielder///Claudio_MARCHISIO#is_aged#28///Claudio_MARCHISIO#wears_number#8///Claudio_MARCHISIO#plays_for_country#Italy///Juventus_FC#is_in_country#Italy
which prefessional football team does Steven_DEFOUR play for ?	FC_Porto	Steven_DEFOUR#plays_in_club#FC_Porto#<end>#FC_Porto	FC_Porto/	Steven_DEFOUR#plays_in_club#FC_Porto///Steven_DEFOUR#plays_position#Midfielder///Steven_DEFOUR#is_aged#26///Steven_DEFOUR#wears_number#16///Steven_DEFOUR#plays_for_country#Portugal///FC_Porto#is_in_country#Portugal
what position does Steven_DEFOUR play ?	Midfielder	Steven_DEFOUR#plays_position#Midfielder#<end>#Midfielder	Midfielder/	Steven_DEFOUR#plays_in_club#FC_Porto///Steven_DEFOUR#plays_position#Midfielder///Steven_DEFOUR#is_aged#26///Steven_DEFOUR#wears_number#16///Steven_DEFOUR#plays_for_country#Portugal///FC_Porto#is_in_country#Portugal
what is the age of Steven_DEFOUR ?	26	Steven_DEFOUR#is_aged#26#<end>#26	26/	Steven_DEFOUR#plays_in_club#FC_Porto///Steven_DEFOUR#plays_position#Midfielder///Steven_DEFOUR#is_aged#26///Steven_DEFOUR#wears_number#16///Steven_DEFOUR#plays_for_country#Portugal///FC_Porto#is_in_country#Portugal
what number does Steven_DEFOUR wear ?	16	Steven_DEFOUR#wears_number#16#<end>#16	16/	Steven_DEFOUR#plays_in_club#FC_Porto///Steven_DEFOUR#plays_position#Midfielder///Steven_DEFOUR#is_aged#26///Steven_DEFOUR#wears_number#16///Steven_DEFOUR#plays_for_country#Portugal///FC_Porto#is_in_country#Portugal
which national team does Steven_DEFOUR play for ?	Portugal	Steven_DEFOUR#plays_for_country#Portugal#<end>#Portugal	Portugal/	Steven_DEFOUR#plays_in_club#FC_Porto///Steven_DEFOUR#plays_position#Midfielder///Steven_DEFOUR#is_aged#26///Steven_DEFOUR#wears_number#16///Steven_DEFOUR#plays_for_country#Portugal///FC_Porto#is_in_country#Portugal
who plays professionally at FC_Porto ?	Steven_DEFOUR	FC_Porto#plays_in_club_inverse#Steven_DEFOUR#<end>#Steven_DEFOUR	Steven_DEFOUR/Jorge_FUCILE/Nabil_GHILAS/Jackson_MARTINEZ/Juan_QUINTERO/Eliaquim_MANGALA/Diego_REYES/VARELA/Hector_HERRERA/	Steven_DEFOUR#plays_in_club#FC_Porto///Steven_DEFOUR#plays_position#Midfielder///Steven_DEFOUR#is_aged#26///Steven_DEFOUR#wears_number#16///Steven_DEFOUR#plays_for_country#Portugal///FC_Porto#is_in_country#Portugal
who is from Portugal ?	Steven_DEFOUR	Portugal#plays_for_country_inverse#Steven_DEFOUR#<end>#Steven_DEFOUR	RUI_PATRICIO/RUBEN_AMORIM/Jackson_MARTINEZ/Eliaquim_MANGALA/VARELA/ANDRE_ALMEIDA/Nabil_GHILAS/Ezequiel_GARAY/Islam_SLIMANI/Steven_DEFOUR/Alireza_HAGHIGHI/Enzo_PEREZ/Maximiliano_PEREIRA/Marcos_ROJO/Rafik_HALLICHE/EDUARDO/Jorge_FUCILE/RAFA/WILLIAM/Juan_QUINTERO/Diego_REYES/Hector_HERRERA/EDER/	Steven_DEFOUR#plays_in_club#FC_Porto///Steven_DEFOUR#plays_position#Midfielder///Steven_DEFOUR#is_aged#26///Steven_DEFOUR#wears_number#16///Steven_DEFOUR#plays_for_country#Portugal///FC_Porto#is_in_country#Portugal
which country does Steven_DEFOUR play professional in ?	Portugal	Steven_DEFOUR#plays_in_club#FC_Porto#is_in_country#Portugal	Portugal/	Steven_DEFOUR#plays_in_club#FC_Porto///Steven_DEFOUR#plays_position#Midfielder///Steven_DEFOUR#is_aged#26///Steven_DEFOUR#wears_number#16///Steven_DEFOUR#plays_for_country#Portugal///FC_Porto#is_in_country#Portugal
name a soccer club that has a player from Portugal ?	FC_Porto	Portugal#plays_for_country_inverse#Steven_DEFOUR#plays_in_club#FC_Porto	Sporting_CP/Sporting_Covilha/SL_Benfica/Academica_Coimbra/Sporting_Braga/FC_Porto/	Steven_DEFOUR#plays_in_club#FC_Porto///Steven_DEFOUR#plays_position#Midfielder///Steven_DEFOUR#is_aged#26///Steven_DEFOUR#wears_number#16///Steven_DEFOUR#plays_for_country#Portugal///FC_Porto#is_in_country#Portugal
which prefessional football team does Gonzalo_JARA play for ?	Nottingham_Forest_FC	Gonzalo_JARA#plays_in_club#Nottingham_Forest_FC#<end>#Nottingham_Forest_FC	Nottingham_Forest_FC/	Gonzalo_JARA#plays_in_club#Nottingham_Forest_FC///Gonzalo_JARA#plays_position#Defender///Gonzalo_JARA#is_aged#28///Gonzalo_JARA#wears_number#18///Gonzalo_JARA#plays_for_country#England///Nottingham_Forest_FC#is_in_country#England
what position does Gonzalo_JARA play ?	Defender	Gonzalo_JARA#plays_position#Defender#<end>#Defender	Defender/	Gonzalo_JARA#plays_in_club#Nottingham_Forest_FC///Gonzalo_JARA#plays_position#Defender///Gonzalo_JARA#is_aged#28///Gonzalo_JARA#wears_number#18///Gonzalo_JARA#plays_for_country#England///Nottingham_Forest_FC#is_in_country#England
what is the age of Gonzalo_JARA ?	28	Gonzalo_JARA#is_aged#28#<end>#28	28/	Gonzalo_JARA#plays_in_club#Nottingham_Forest_FC///Gonzalo_JARA#plays_position#Defender///Gonzalo_JARA#is_aged#28///Gonzalo_JARA#wears_number#18///Gonzalo_JARA#plays_for_country#England///Nottingham_Forest_FC#is_in_country#England
what is the jersey number of Gonzalo_JARA ?	18	Gonzalo_JARA#wears_number#18#<end>#18	18/	Gonzalo_JARA#plays_in_club#Nottingham_Forest_FC///Gonzalo_JARA#plays_position#Defender///Gonzalo_JARA#is_aged#28///Gonzalo_JARA#wears_number#18///Gonzalo_JARA#plays_for_country#England///Nottingham_Forest_FC#is_in_country#England
which country is Gonzalo_JARA from ?	England	Gonzalo_JARA#plays_for_country#England#<end>#England	England/	Gonzalo_JARA#plays_in_club#Nottingham_Forest_FC///Gonzalo_JARA#plays_position#Defender///Gonzalo_JARA#is_aged#28///Gonzalo_JARA#wears_number#18///Gonzalo_JARA#plays_for_country#England///Nottingham_Forest_FC#is_in_country#England
which country is the soccer team Nottingham_Forest_FC based in ?	England	Nottingham_Forest_FC#is_in_country#England#<end>#England	England/	Gonzalo_JARA#plays_in_club#Nottingham_Forest_FC///Gonzalo_JARA#plays_position#Defender///Gonzalo_JARA#is_aged#28///Gonzalo_JARA#wears_number#18///Gonzalo_JARA#plays_for_country#England///Nottingham_Forest_FC#is_in_country#England
who plays professionally at Nottingham_Forest_FC ?	Gonzalo_JARA	Nottingham_Forest_FC#plays_in_club_inverse#Gonzalo_JARA#<end>#Gonzalo_JARA	Gonzalo_JARA/	Gonzalo_JARA#plays_in_club#Nottingham_Forest_FC///Gonzalo_JARA#plays_position#Defender///Gonzalo_JARA#is_aged#28///Gonzalo_JARA#wears_number#18///Gonzalo_JARA#plays_for_country#England///Nottingham_Forest_FC#is_in_country#England
where is the football club that Gonzalo_JARA plays for ?	England	Gonzalo_JARA#plays_in_club#Nottingham_Forest_FC#is_in_country#England	England/	Gonzalo_JARA#plays_in_club#Nottingham_Forest_FC///Gonzalo_JARA#plays_position#Defender///Gonzalo_JARA#is_aged#28///Gonzalo_JARA#wears_number#18///Gonzalo_JARA#plays_for_country#England///Nottingham_Forest_FC#is_in_country#England
which prefessional football team does THIAGO_MOTTA play for ?	Paris_Saint-Germain_FC	THIAGO_MOTTA#plays_in_club#Paris_Saint-Germain_FC#<end>#Paris_Saint-Germain_FC	Paris_Saint-Germain_FC/	THIAGO_MOTTA#plays_in_club#Paris_Saint-Germain_FC///THIAGO_MOTTA#plays_position#Midfielder///THIAGO_MOTTA#is_aged#31///THIAGO_MOTTA#wears_number#5///THIAGO_MOTTA#plays_for_country#France///Paris_Saint-Germain_FC#is_in_country#France
what position does THIAGO_MOTTA play ?	Midfielder	THIAGO_MOTTA#plays_position#Midfielder#<end>#Midfielder	Midfielder/	THIAGO_MOTTA#plays_in_club#Paris_Saint-Germain_FC///THIAGO_MOTTA#plays_position#Midfielder///THIAGO_MOTTA#is_aged#31///THIAGO_MOTTA#wears_number#5///THIAGO_MOTTA#plays_for_country#France///Paris_Saint-Germain_FC#is_in_country#France
how old is THIAGO_MOTTA ?	31	THIAGO_MOTTA#is_aged#31#<end>#31	31/	THIAGO_MOTTA#plays_in_club#Paris_Saint-Germain_FC///THIAGO_MOTTA#plays_position#Midfielder///THIAGO_MOTTA#is_aged#31///THIAGO_MOTTA#wears_number#5///THIAGO_MOTTA#plays_for_country#France///Paris_Saint-Germain_FC#is_in_country#France
what is the jersey number of THIAGO_MOTTA ?	5	THIAGO_MOTTA#wears_number#5#<end>#5	5/	THIAGO_MOTTA#plays_in_club#Paris_Saint-Germain_FC///THIAGO_MOTTA#plays_position#Midfielder///THIAGO_MOTTA#is_aged#31///THIAGO_MOTTA#wears_number#5///THIAGO_MOTTA#plays_for_country#France///Paris_Saint-Germain_FC#is_in_country#France
which country is THIAGO_MOTTA from ?	France	THIAGO_MOTTA#plays_for_country#France#<end>#France	France/	THIAGO_MOTTA#plays_in_club#Paris_Saint-Germain_FC///THIAGO_MOTTA#plays_position#Midfielder///THIAGO_MOTTA#is_aged#31///THIAGO_MOTTA#wears_number#5///THIAGO_MOTTA#plays_for_country#France///Paris_Saint-Germain_FC#is_in_country#France
where is the football club that THIAGO_MOTTA plays for ?	France	THIAGO_MOTTA#plays_in_club#Paris_Saint-Germain_FC#is_in_country#France	France/	THIAGO_MOTTA#plays_in_club#Paris_Saint-Germain_FC///THIAGO_MOTTA#plays_position#Midfielder///THIAGO_MOTTA#is_aged#31///THIAGO_MOTTA#wears_number#5///THIAGO_MOTTA#plays_for_country#France///Paris_Saint-Germain_FC#is_in_country#France
which prefessional football team does Dmitry_KOMBAROV play for ?	FC_Spartak_Moscow	Dmitry_KOMBAROV#plays_in_club#FC_Spartak_Moscow#<end>#FC_Spartak_Moscow	FC_Spartak_Moscow/	Dmitry_KOMBAROV#plays_in_club#FC_Spartak_Moscow///Dmitry_KOMBAROV#plays_position#Defender///Dmitry_KOMBAROV#is_aged#27///Dmitry_KOMBAROV#wears_number#23///Dmitry_KOMBAROV#plays_for_country#Russia///FC_Spartak_Moscow#is_in_country#Russia
what position does Dmitry_KOMBAROV play ?	Defender	Dmitry_KOMBAROV#plays_position#Defender#<end>#Defender	Defender/	Dmitry_KOMBAROV#plays_in_club#FC_Spartak_Moscow///Dmitry_KOMBAROV#plays_position#Defender///Dmitry_KOMBAROV#is_aged#27///Dmitry_KOMBAROV#wears_number#23///Dmitry_KOMBAROV#plays_for_country#Russia///FC_Spartak_Moscow#is_in_country#Russia
how old is Dmitry_KOMBAROV ?	27	Dmitry_KOMBAROV#is_aged#27#<end>#27	27/	Dmitry_KOMBAROV#plays_in_club#FC_Spartak_Moscow///Dmitry_KOMBAROV#plays_position#Defender///Dmitry_KOMBAROV#is_aged#27///Dmitry_KOMBAROV#wears_number#23///Dmitry_KOMBAROV#plays_for_country#Russia///FC_Spartak_Moscow#is_in_country#Russia
what number does Dmitry_KOMBAROV wear ?	23	Dmitry_KOMBAROV#wears_number#23#<end>#23	23/	Dmitry_KOMBAROV#plays_in_club#FC_Spartak_Moscow///Dmitry_KOMBAROV#plays_position#Defender///Dmitry_KOMBAROV#is_aged#27///Dmitry_KOMBAROV#wears_number#23///Dmitry_KOMBAROV#plays_for_country#Russia///FC_Spartak_Moscow#is_in_country#Russia
which country is Dmitry_KOMBAROV from ?	Russia	Dmitry_KOMBAROV#plays_for_country#Russia#<end>#Russia	Russia/	Dmitry_KOMBAROV#plays_in_club#FC_Spartak_Moscow///Dmitry_KOMBAROV#plays_position#Defender///Dmitry_KOMBAROV#is_aged#27///Dmitry_KOMBAROV#wears_number#23///Dmitry_KOMBAROV#plays_for_country#Russia///FC_Spartak_Moscow#is_in_country#Russia
where is the football club that Dmitry_KOMBAROV plays for ?	Russia	Dmitry_KOMBAROV#plays_in_club#FC_Spartak_Moscow#is_in_country#Russia	Russia/	Dmitry_KOMBAROV#plays_in_club#FC_Spartak_Moscow///Dmitry_KOMBAROV#plays_position#Defender///Dmitry_KOMBAROV#is_aged#27///Dmitry_KOMBAROV#wears_number#23///Dmitry_KOMBAROV#plays_for_country#Russia///FC_Spartak_Moscow#is_in_country#Russia
which prefessional football team does Blaise_MATUIDI play for ?	Paris_Saint-Germain_FC	Blaise_MATUIDI#plays_in_club#Paris_Saint-Germain_FC#<end>#Paris_Saint-Germain_FC	Paris_Saint-Germain_FC/	Blaise_MATUIDI#plays_in_club#Paris_Saint-Germain_FC///Blaise_MATUIDI#plays_position#Midfielder///Blaise_MATUIDI#is_aged#27///Blaise_MATUIDI#wears_number#14///Blaise_MATUIDI#plays_for_country#France///Paris_Saint-Germain_FC#is_in_country#France
what position does Blaise_MATUIDI play ?	Midfielder	Blaise_MATUIDI#plays_position#Midfielder#<end>#Midfielder	Midfielder/	Blaise_MATUIDI#plays_in_club#Paris_Saint-Germain_FC///Blaise_MATUIDI#plays_position#Midfielder///Blaise_MATUIDI#is_aged#27///Blaise_MATUIDI#wears_number#14///Blaise_MATUIDI#plays_for_country#France///Paris_Saint-Germain_FC#is_in_country#France
what is the age of Blaise_MATUIDI ?	27	Blaise_MATUIDI#is_aged#27#<end>#27	27/	Blaise_MATUIDI#plays_in_club#Paris_Saint-Germain_FC///Blaise_MATUIDI#plays_position#Midfielder///Blaise_MATUIDI#is_aged#27///Blaise_MATUIDI#wears_number#14///Blaise_MATUIDI#plays_for_country#France///Paris_Saint-Germain_FC#is_in_country#France
what is the jersey number of Blaise_MATUIDI ?	14	Blaise_MATUIDI#wears_number#14#<end>#14	14/	Blaise_MATUIDI#plays_in_club#Paris_Saint-Germain_FC///Blaise_MATUIDI#plays_position#Midfielder///Blaise_MATUIDI#is_aged#27///Blaise_MATUIDI#wears_number#14///Blaise_MATUIDI#plays_for_country#France///Paris_Saint-Germain_FC#is_in_country#France
which country is Blaise_MATUIDI from ?	France	Blaise_MATUIDI#plays_for_country#France#<end>#France	France/	Blaise_MATUIDI#plays_in_club#Paris_Saint-Germain_FC///Blaise_MATUIDI#plays_position#Midfielder///Blaise_MATUIDI#is_aged#27///Blaise_MATUIDI#wears_number#14///Blaise_MATUIDI#plays_for_country#France///Paris_Saint-Germain_FC#is_in_country#France
where is the football club that Blaise_MATUIDI plays for ?	France	Blaise_MATUIDI#plays_in_club#Paris_Saint-Germain_FC#is_in_country#France	France/	Blaise_MATUIDI#plays_in_club#Paris_Saint-Germain_FC///Blaise_MATUIDI#plays_position#Midfielder///Blaise_MATUIDI#is_aged#27///Blaise_MATUIDI#wears_number#14///Blaise_MATUIDI#plays_for_country#France///Paris_Saint-Germain_FC#is_in_country#France
which club does Domagoj_VIDA play for ?	FC_Dynamo_Kyiv	Domagoj_VIDA#plays_in_club#FC_Dynamo_Kyiv#<end>#FC_Dynamo_Kyiv	FC_Dynamo_Kyiv/	Domagoj_VIDA#plays_in_club#FC_Dynamo_Kyiv///Domagoj_VIDA#plays_position#Defender///Domagoj_VIDA#is_aged#25///Domagoj_VIDA#wears_number#21///Domagoj_VIDA#plays_for_country#Ukraine///FC_Dynamo_Kyiv#is_in_country#Ukraine
what position does Domagoj_VIDA play ?	Defender	Domagoj_VIDA#plays_position#Defender#<end>#Defender	Defender/	Domagoj_VIDA#plays_in_club#FC_Dynamo_Kyiv///Domagoj_VIDA#plays_position#Defender///Domagoj_VIDA#is_aged#25///Domagoj_VIDA#wears_number#21///Domagoj_VIDA#plays_for_country#Ukraine///FC_Dynamo_Kyiv#is_in_country#Ukraine
what is the age of Domagoj_VIDA ?	25	Domagoj_VIDA#is_aged#25#<end>#25	25/	Domagoj_VIDA#plays_in_club#FC_Dynamo_Kyiv///Domagoj_VIDA#plays_position#Defender///Domagoj_VIDA#is_aged#25///Domagoj_VIDA#wears_number#21///Domagoj_VIDA#plays_for_country#Ukraine///FC_Dynamo_Kyiv#is_in_country#Ukraine
